pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,pl_density,interior_esi,surface_esi,habitability_index
HD 73267 c,12.8,1630.77755632,69.53,12.688,5387.0,0.909,4.287194544351676,0.5369728002919787,0.008836216619650956,0.068882566606076
HATS-77 b,13.05846252,436.69623122,828.3,0.03607,4071.0,0.6428,1.0812140428753485,0.3159938033070711,0.014939759142197053,0.06870859707368819
Kepler-475 b,2.49,6.76,980.0,0.03989,5009.0,0.79,2.414109856167125,0.654599771550389,0.007190183253802744,0.06860533736776395
Kepler-1813 b,1.413,2.58,1059.0,0.0364,5167.0,0.787,5.041985529558782,0.9251748597544942,0.005087207411297642,0.0686043468250323
Kepler-203 d,1.44,33.9,855.0,0.1,5821.0,1.114,62.59225476029687,0.35662616521885787,0.013041854808004886,0.06819872922217764
Kepler-132 c,1.28,2.18,1069.0,0.068,6003.0,1.178,5.7310600519772645,0.9531634534340168,0.004876482002859936,0.0681768613713979
Kepler-1108 b,1.46,2.73,1063.0,0.0511,5406.0,0.84,4.836291330567889,0.9093528615124412,0.005001653403354336,0.06744084692998528
Kepler-1428 b,1.64,3.33,1049.0,0.11051,6184.0,1.36,4.162181972725495,0.8526458076316793,0.00530875426170741,0.06727917259443396
Kepler-1431 b,1.47,2.76,1064.0,0.0648,5806.0,1.03,4.79033021908102,0.9058287854240069,0.004980530723429384,0.06716776083785278
GJ 328 b,13.3,797.74930157,73.57,4.11,3897.0,0.63,1.8694759574401612,0.3967804900711206,0.011301962688319333,0.06696565010687841
TOI-1716.01,3.143,10.0,959.0,0.080496,5879.0,1.24,1.7757230471728587,0.5532261714372754,0.007912273859106434,0.0661609928465156
Kepler-1781 b,2.38091029,6.26,1003.0,0.0574,5568.0,0.957,2.5571347362583645,0.674719649603175,0.006486696897768929,0.06615664636258894
Kepler-338 b,2.44,30.6,1005.0,0.117,5923.0,1.735,11.613425063718596,0.6768159029089823,0.0064294517407802055,0.06596631856596125
Kepler-887 c,1.13,1.51,1089.0,0.0801,6194.0,1.29,5.7696569438217225,0.9700502076794295,0.004485115828128594,0.06596049985061089
Kepler-1872 b,2.38421141,6.28,1005.0,0.0465,5223.0,0.885,2.5546636714406423,0.6742937132382372,0.0064294517407802055,0.06584329038236723
Kepler-918 b,1.74,3.68,1052.0,0.0569,6028.0,1.14,3.851309743085428,0.8236090626116898,0.00524111638633162,0.06570107270041603
Kepler-1783 b,1.31946731,2.3,1088.0,0.07595,5129.0,1.781,5.520015606416283,0.9581793807359421,0.004503782737025703,0.06569194588328553
Kepler-561 c,2.68,7.65,989.0,0.05947,5646.0,0.94,2.1911162895601426,0.6216239695227173,0.006904684839655568,0.0655142549246347
HD 5583 b,12.8,1837.0574,964.55,0.53,4830.0,9.09,4.829489118499641,0.5560440352908067,0.007713433786848786,0.06549052487793824
Kepler-1629 b,0.77,0.381,1081.0,0.0485,5776.0,1.01,4.601094727878257,0.9138728491671964,0.004637047516613486,0.06509740260356967
Kepler-275 b,2.34,6.08,1015.0,0.098,6165.0,1.383,2.616160484041845,0.6827136894645722,0.006152006982164636,0.06480786514309377
TOI-1659.01,2.255,5.71,1031.14,0.065757,5977.0,1.006,2.7453950361110406,0.69978785354876,0.005733412296924299,0.06334171046612745
TOI-1062 b,2.265,10.15,1077.0,0.052,5328.0,0.84,4.815815028847769,0.8378508370022295,0.004715285658749166,0.06285464211884113
Kepler-1870 b,2.10143764,5.07,1046.0,0.0452,5508.0,0.84,3.012082155465837,0.7329948324701883,0.005377423834872254,0.06278235327672406
Kepler-1812 b,2.3249424,6.01,1034.0,0.0765,6174.0,1.103,2.6366121746434925,0.6855247648867476,0.005662788009326909,0.06230554885961059
TOI-6000 b,0.94,0.779,1120.0,,3419.0,0.38,5.170853950185537,0.974123811576555,0.003949230904086906,0.06202451016400743
Kepler-1581 b,0.8,0.437,1108.0,0.06865,6022.0,1.23,4.705652478053582,0.9254795563515805,0.0041471973950957045,0.06195277560622771
Kepler-60 b,1.71,4.19,1102.0,0.07255,5905.0,1.257,4.619915862488263,0.8730285585114718,0.004250558842360475,0.06091682246320926
Kepler-350 b,1.85,16.9,1037.0,0.104,6186.0,1.534,14.715665043674516,0.6532387108070861,0.005589806269006676,0.06042745932791887
Kepler-150 b,1.25,2.1,1131.0,0.044,5560.0,0.939,5.927855795730993,0.947925735412763,0.0037774850801198254,0.05983957989978978
Kepler-171 b,2.34,6.08,1053.0,0.05,5642.0,0.839,2.616160484041845,0.6827136894645722,0.005218796604783061,0.059690400271874756
TOI-5110 b,11.98240037,921.7023803,976.0,0.2157,6160.0,2.333,2.9537083015202166,0.48410561753593745,0.00732152664568294,0.059534798043784115
Kepler-1179 b,1.32,2.3,1137.0,0.03497,5212.0,0.81,5.513335445864859,0.9584272621930892,0.0036875222527805924,0.059449321753982994
HD 158996 b,12.3,4449.62,960.27,2.1,4069.0,50.3,13.183051958254296,0.43925232621856,0.007866245320892152,0.05878151542626084
Kepler-244 b,2.76,8.05,1038.0,0.05,5554.0,0.803,2.1109454404998327,0.6090269685538049,0.005565725891491088,0.05822093410016917
TOI-261.02,3.34822227,11.2,1007.53,,5890.3,1.31383,1.6450668658403196,0.5288903291278951,0.006357887809652705,0.057988148584046474
Kepler-1281 b,1.64,3.33,1123.0,0.0415,5353.0,0.83,4.162181972725495,0.8526458076316793,0.003901494046843262,0.05767662041538895
Kepler-638 b,1.83,4.01,1111.0,0.06695,5382.0,0.93,3.6074430021214465,0.799199304955893,0.0040966294267074715,0.05721908239815166
Kepler-154 e,1.5,2.86,1140.0,0.04766,5769.0,0.98,4.671976294034017,0.8962400921852505,0.003643489347940727,0.057144039313600986
Kepler-553 b,4.74139884,116.00736855,1089.0,0.04766,5191.0,0.902,6.000320975693251,0.7233673041481491,0.004485115828128594,0.05695951321232981
Kepler-188 c,3.19,10.3,1025.0,0.066,6021.0,1.141,1.7493372742822617,0.5481142180619679,0.005888571490433294,0.05681205644914503
Kepler-134 b,2.0,4.66,1105.0,0.06,5983.0,1.176,3.211473215228147,0.7563734415711524,0.004198503058756251,0.056352783498230814
DMPP-9 b,3.89,14.43,995.58,0.1097,6092.0,1.26,1.35153065792941,0.4708669294871793,0.006704394024077037,0.056186096395721856
Kepler-1200 b,1.06,1.2,1174.0,0.0188,4612.0,0.7,5.554846019118895,0.9894589213620408,0.0031853836455818354,0.05614094999268972
bet UMi b,12.7,1938.7,1040.63,1.4,4126.0,38.3,5.218045022099226,0.5693999245492106,0.005502976118382535,0.05597672897377198
Kepler-160 b,1.715,3.59,1134.0,0.05511,5471.0,1.118,3.9238324091395027,0.8306099334201394,0.0037321840404160767,0.05567754607848396
Kepler-773 b,1.43,2.63,1160.0,0.04682,5850.0,1.01,4.95856499984075,0.9190150991540618,0.0033652756894643164,0.05561240123779769
HD 6434 b,14.2,155.7367,786.83,0.14,5769.0,1.12,0.2998708904567155,0.16647535964392574,0.0185752688998117,0.05560867351932414
Kepler-381 c,1.12,1.46,1180.0,0.117,6152.0,1.568,5.7293738599701,0.9732131054132795,0.0031117734759730092,0.055031070568310476
TOI-2141 c,2.35,6.14,1095.0,0.0585,5635.0,0.95,2.608393797515929,0.6813965895620298,0.004375011051648349,0.0545996118107938
Kepler-434 b,12.67,908.96,1000.0,0.1143,5977.0,1.38,2.463901272191732,0.4469666596631345,0.0065736956407789725,0.05420537595295402
HD 87646 b,12.4,3941.092,1012.7,0.117,5770.0,1.55,11.396195531255016,0.46252081735577055,0.006214548283595556,0.053613039007554104
Kepler-223 b,2.99,7.4,1042.0,0.07525,5803.0,1.72,1.5262529952905541,0.5253876265068896,0.0054706195868210366,0.053611527120965376
Kepler-537 b,1.41,2.57,1181.0,0.04317,5763.0,0.99,5.054569353673497,0.9261472737375892,0.0030997010323938036,0.05357965715225427
HD 95735 c,3.76,13.6,63.49,2.94,3719.0,0.3685,1.4105346141391868,0.4832503864230969,0.005909742146774201,0.05344048255853885
TOI-1478 b,11.99360935,279.68899816,918.0,0.0818,5597.0,1.048,0.8937870553225792,0.2964135770533056,0.009584261949932815,0.05330014416486578
Kepler-1836 b,2.55303229,7.05,1093.0,0.0602,6123.0,0.987,2.335761891226627,0.6432848602940043,0.004411354751086787,0.053270608451191505
K2-326 b,2.28,5.82,1114.0,0.0198,3924.0,0.688,2.7072403737746336,0.6947746967745296,0.004046786961358907,0.05302457151160445
Kepler-1278 b,1.01,1.01,1213.0,0.04417,6074.0,1.16,5.404625760797071,0.9934101571372461,0.0027410073019693364,0.0521818406590233
Kepler-1154 c,2.36,6.17,1117.0,0.0875,6327.0,1.43,2.5879598219248554,0.6788740769156031,0.003997658034411378,0.05209516683853953
Kepler-1844 b,3.03648191,9.46,1074.0,0.0478,5776.0,0.849,1.8628908797156802,0.5681954869741692,0.004774986949647006,0.052087676423027196
HD 216536 b,13.8,333.7215,897.99,0.61,4639.0,9.83,0.7000923019346729,0.2547831101242288,0.010550063312503088,0.05184571286776815
Kepler-25 c,5.217,15.2,934.0,0.1117,6354.0,1.316,0.5901867461216217,0.30060405276438973,0.00888641996621472,0.051684561103007697
Kepler-466 c,1.25,2.1,1206.0,0.04658,5927.0,1.05,5.927855795730993,0.947925735412763,0.0028150970891384695,0.05165755490225909
GJ 849 b,13.9,283.82076745,73.63,2.32,3467.0,0.45,0.5826505272478243,0.232867303133722,0.01134192963041341,0.05139226172651699
TOI-4747 b,3.95803201,14.8,1035.0,,5595.08,0.988751,1.3159281682651305,0.4636541375623102,0.0056383366017700165,0.051129620518635614
Kepler-637 b,4.75,20.2,1002.0,0.16619,6096.0,2.56,1.0391516106207872,0.400500886355353,0.006515544767856184,0.051083083840097056
TOI-1226 b,2.4101112,6.39,1123.44,,5434.91,0.986943,2.5165061139931737,0.6691304404103545,0.0038945500021878993,0.05104862346982665
Kepler-821 b,1.31,2.27,1215.0,0.029,5191.0,0.8,5.566988763620885,0.9571184101318537,0.002720262751227719,0.05102561669981047
KOI-12 b,13.78707,349.613,911.0,0.154,6635.0,1.4,0.7354954760051569,0.2608676358383434,0.009909772199352398,0.050844260692251196
HD 81688 b,13.5,525.68818518,958.66,0.648,4797.0,11.13,1.177972862151776,0.32537151899679906,0.007924650306634933,0.05077849454038843
TOI-4914 b,12.87,227.0,894.0,0.098,5805.0,1.0,0.5870817646778232,0.23854277709648639,0.01075612455184499,0.05065368517090148
Kepler-1905 b,1.4460734,2.69,1212.0,0.0451,5788.0,1.015,4.904442441340626,0.9144521363579734,0.0027514495075083227,0.05016043141981615
Kepler-666 b,2.4,6.35,1133.0,0.0542,5887.0,1.05,2.53249370587679,0.6712548631855627,0.0037472128413651032,0.05015311399262977
Kepler-273 b,1.5,2.86,1209.0,0.037,5626.0,0.815,4.671976294034017,0.8962400921852505,0.0027830587511925124,0.04994285566250438
Kepler-1865 b,1.57686072,3.11,1203.0,0.0344,5420.0,0.871,4.373093457502078,0.8714409423337307,0.002847571245394359,0.049814557806417345
TOI-7041 b,11.43316031,114.41822652,882.37,,4700.0,4.1,0.42208965431717504,0.20932170095023153,0.011384388620286649,0.048815976793226835
Lupus-TR-3 b,9.976,257.431,1013.56,0.0464,5000.0,0.82,1.4295518004036478,0.38303429693516805,0.006191075910643172,0.048696965087215265
Kepler-590 b,4.02,15.2,1056.0,0.0647,6000.0,1.15,1.2899527514428157,0.458047342611814,0.005152506674072234,0.048580777987270056
Kepler-1292 b,1.82,3.97,1195.0,0.0443,5556.0,0.93,3.630652783911319,0.8016644328073126,0.002936352094852919,0.048517718790590615
Kepler-1471 b,1.41,2.57,1238.0,0.0453,5660.0,0.93,5.054569353673497,0.9261472737375892,0.002494524969828035,0.04806555419504259
61 Vir b,2.11,5.1,1177.85,0.050201,5577.0,0.963,2.9931686284266275,0.7308232340094628,0.0031379174930035256,0.04788802575061643
K2-275 b,2.34,6.08,1166.0,0.0277,4841.0,0.69,2.616160484041845,0.6827136894645722,0.0032867496684137808,0.04736991653432832
WASP-53 b,12.038466,677.61356,1053.0,0.04101,4953.0,0.798,2.1412975060120094,0.4296541120778572,0.005218796604783061,0.04735269180672839
Kepler-770 b,2.3,5.9,1171.0,0.1694,5598.0,0.92,2.6734796217371297,0.6904502966326962,0.0032229578828237375,0.04717300315042849
Kepler-677 b,5.38,25.0,1015.0,0.067,5723.0,0.99,0.8851187814099024,0.36139948249616405,0.006152006982164636,0.04715222306177183
pi Men c,2.0189,3.63,1169.8,0.06839,5998.0,1.17,2.432039226592914,0.6840980179520949,0.003238133760696583,0.047065920659818135
WASP-8 b,12.66617,807.2882,1059.0,0.0801,5600.0,1.03,2.19028707855611,0.42763388399651686,0.005087207411297642,0.04664185099231244
Kepler-1344 b,1.84,4.04,1219.0,0.05501,5981.0,1.13,3.5754957864863606,0.796099326569779,0.002679326407776718,0.046184520663222976
HD 39855 b,2.85,8.5,1145.89,0.041,5576.0,0.744665,2.0243831798397247,0.5951608734083015,0.003558828553696757,0.046022554365534346
Kepler-374 d,1.31,2.27,1272.0,0.056,5977.0,0.911,5.566988763620885,0.9571184101318537,0.0021999851830640004,0.045887322004316736
Kepler-972 b,4.65,19.5,1060.0,0.0734,6146.0,1.22,1.06926198593398,0.4077049697883747,0.005065658188131119,0.04544550603250261
Kepler-932 b,1.37,2.45,1276.0,0.02876,5331.0,0.84,5.253064791004299,0.9405381310878402,0.0021681035399592017,0.04515732555719125
Kepler-605 c,0.86,0.566,1278.0,0.03336,5462.0,0.88,4.906021554771007,0.9471858954033079,0.0021523671670087468,0.045151875069811456
Kepler-824 b,1.87,4.16,1231.0,0.055,6035.0,1.22,3.507332063636903,0.7887586336098785,0.0025608056895086422,0.04494282586350395
TOI-1776 b,1.21612741,1.4,1269.21,0.0378,5785.0,0.9356,4.291401800243505,0.9045893642788984,0.002222550111630959,0.04483854583456341
Kepler-447 b,18.49,435.41,882.0,0.0769,5493.0,1.05,0.3797484765170743,0.17469353914758326,0.011405076158582312,0.044636231005658035
Kepler-1947 b,1.0101666,1.01,1298.0,0.07375,6040.0,1.686,5.4019521557861,0.9932539283449715,0.0020021880255137667,0.044594631085219334
Kepler-1572 b,0.94,0.779,1293.0,0.05838,5618.0,0.95,5.170853950185537,0.974123811576555,0.002038541918225341,0.04456222866330017
Kepler-1982 b,0.77,0.381,1282.0,0.0511,6202.0,1.122,4.601094727878257,0.9138728491671964,0.002121296629785429,0.04402948324691969
Kepler-585 b,2.83,8.4,1178.0,0.03841,5593.0,0.93,2.043282210914403,0.5982132245573822,0.0031360851081848246,0.043313364970337165
K2-44 b,2.433,6.5,1211.0,0.06,5912.0,1.58,2.488257973132767,0.6650879214022696,0.002761938655146406,0.04285944515730346
Kepler-1575 b,1.31,2.27,1312.0,0.0366,5667.0,0.92,5.566988763620885,0.9571184101318537,0.001904393025730188,0.04269343772821613
HR 8799 e,13.11453,3178.3,1150.0,16.4,7400.0,1.49338,7.76864130636534,0.5185833568729727,0.0035011256190212526,0.042610156962231506
Kepler-1434 b,1.11,1.41,1320.0,0.0917,6291.0,2.04,5.6840586542792755,0.9766340185375706,0.001851041127585228,0.0425181106695944
Kepler-1403 b,2.14,5.22,1238.0,0.064,6060.0,1.15,2.936551065496789,0.7240011475329857,0.002494524969828035,0.04249751687693275
Kepler-1342 b,1.66,3.39,1283.0,0.0313,5527.0,0.9,4.08586307572073,0.846009432014841,0.002113611828454655,0.04228635172831504
Kepler-464 b,3.3,10.9,1163.0,0.07931,5933.0,1.59,1.6722186117544904,0.5341577183610622,0.003325739391988562,0.042148183418602
Kepler-889 b,1.09,1.32,1328.0,0.04975,5961.0,1.25,5.619566461397856,0.982320365631912,0.0017994429312338162,0.04204318539482186
TOI-2876 b,9.6397234,54.03082919,929.0,0.0654,5271.0,0.873,0.3325494925273829,0.19419152889914562,0.009097856518079959,0.04203244778681114
HD 45184 b,3.52,12.19,1156.34,0.0644,5869.0,1.075139,1.5409341841860575,0.5090760514796594,0.00341426301252934,0.04169076076460446
Kepler-1890 b,0.86867375,0.587,1328.0,0.05712,6046.0,1.396,4.9371506782654855,0.9503371835391693,0.0017994429312338162,0.04135308364811761
Kepler-140 b,1.61,3.22,1301.0,0.045,6077.0,1.288,4.253893552400827,0.8611019411943726,0.0019807426617062637,0.04129916888996402
K2-38 b,1.54,7.3,1266.0,0.04994,5731.0,1.06,11.019682255089002,0.7519891634566248,0.0022488504120801805,0.04112312172147515
Kepler-1435 b,0.86,0.566,1331.0,0.05456,6356.0,1.32,4.906021554771007,0.9471858954033079,0.0017805321570248918,0.04106695685640714
HD 109271 b,4.31,17.162,1128.86,0.079,5783.0,1.294595,1.1818012953284,0.4338488197383191,0.0038101962920605425,0.040657707317085484
Kepler-855 b,8.35,52.7,996.0,0.0762,5835.0,1.03,0.4990678152868121,0.24661350313487107,0.006691843790204273,0.040623872778621305
Kepler-501 c,1.68119739,3.47,1304.0,0.0467,5794.0,1.216,4.026073767627414,0.8402719754450447,0.001959567644069088,0.04057794690839009
Kepler-363 c,1.69,66.4,1054.0,0.079,5593.0,1.485,75.84314611212415,0.3153777302792693,0.005196588822803531,0.04048318648686634
HR 8799 b,13.0,2000.0,1200.0,68.0,7204.58,1.49338,5.0188973496486975,0.5598203827737324,0.0028804880635240663,0.04015664241812567
Kepler-1206 b,1.64,3.33,1314.0,0.0201,4877.0,0.75,4.162181972725495,0.8526458076316793,0.0018908869188657789,0.04015291775296647
Kepler-487 d,2.77513568,8.12,1226.0,0.03445,5422.0,0.887,2.0946513218498053,0.6065074887364478,0.002609422219205587,0.03978233423548031
HD 206893 c,16.36511182,3527.8953177,1181.9,3.74,6500.0,1.31116,4.437793943396211,0.5081443176521502,0.003088883030192959,0.0396181569445716
Kepler-166 d,1.73,3.64,1313.0,0.02449,5350.0,0.83,3.875890051245424,0.8261189696503177,0.0018976258029614718,0.039593745378839675
Kepler-564 b,4.63,19.4,1129.0,0.0484,5626.0,0.92,1.0776236930375247,0.40954320095045416,0.003808046121596498,0.039491257235058905
HD 13908 b,13.9,274.91,993.25,0.154,6255.0,1.67,0.5643577736922203,0.22929547106429046,0.006774524155484052,0.03941278609116755
TOI-1410.01,3.10083009,12.5,1236.7,0.0207,4635.0,0.7558,2.311449866358165,0.6150998895975502,0.002506679849925232,0.03926650607000086
TOI-4527.01,0.9086617,0.689,1362.93,0.008332353,3702.0,0.485948,5.063151557487358,0.9636011023700688,0.001593111971478379,0.039180664260774344
HR 8799 c,13.0,3000.0,1200.0,38.0,7204.58,1.49338,7.528346024473046,0.5248922648532313,0.0028804880635240663,0.03888374857888377
TOI-251 b,2.74,317.83,1041.19,0.05741,5875.0,0.881,85.18273380229063,0.2708887762755069,0.0054897228948686235,0.038562991547370834
Kepler-228 b,1.53,2.96,1360.0,0.038,6043.0,1.014,4.556441440802113,0.8867095838458818,0.0016093069388074307,0.03777549319320963
Kepler-1827 b,1.85644292,4.1,1329.0,0.04647,5423.0,1.404,3.533030849879188,0.7917082907837193,0.0017931131419030545,0.03767787866584174
Kepler-1275 b,1.48,2.79,1368.0,0.0488,6296.0,1.36,4.7449040162550755,0.9023169951971762,0.001565540265138524,0.037584752066496106
HIP 94235 b,3.0,379.0,1060.0,0.0787,5991.0,1.08,77.38981710834318,0.278835100532814,0.005065658188131119,0.03758301890684692
HR 858 c,1.979,3.8,1309.0,0.0687,6354.0,1.258,2.703053169969827,0.7137016954877413,0.001924866103550282,0.037064541029003965
K2-261 b,9.26982704,68.96876432,1036.0,0.1086,5490.0,1.663,0.47735989197790474,0.23491500379757616,0.005614009597852463,0.03631549374577111
HD 49674 b,6.2,31.783,1113.78,0.06,5602.0,1.02,0.7352384213712913,0.32020284880596517,0.004050417686903483,0.0360132653643149
Kepler-758 c,1.69,3.5,1372.0,0.05768,6228.0,1.42,3.9977561956691936,0.8376549711010276,0.001544183960965618,0.03596516886095942
Kepler-1154 b,2.34,6.08,1314.0,0.0631,6327.0,1.43,2.616160484041845,0.6827136894645722,0.0018908869188657789,0.03592957534871729
HD 28471 b,1.75,3.72,1377.0,0.042,5766.0,1.08,3.8268123629250477,0.821100650361689,0.0015179697637039084,0.03530447507337644
Kepler-203 b,2.57,7.13,1308.0,0.043,5821.0,1.114,2.3157865879989137,0.6403396444827396,0.0019317480622765583,0.035170653497317794
K2-19 d,1.044,6.2,1258.0,0.03478,5350.0,0.824,30.03990590671503,0.5310984990224273,0.002316009648107564,0.03507177280707931
HAT-P-27 b,11.43,197.05,1091.99,0.04,5316.0,0.864673,0.7275219861913409,0.2726945965526748,0.00442984356000264,0.03475621386725523
TOI-2364 b,8.60849718,71.51139158,1091.0,0.04871,5306.0,0.886,0.6180186474008278,0.2714922216405191,0.004448054998082114,0.03475071702006346
Kepler-391 b,2.5,1100.0,930.0,0.083,5038.0,2.879,388.13341519667216,0.1258697034476234,0.009055098684091527,0.03376037005211237
K2-30 b,11.646151,184.02357,1092.0,0.04839,5425.0,0.844,0.6422950513778234,0.2557346544949323,0.004429660055126365,0.03365735556646933
Kepler-1193 b,1.32,2.3,1453.0,0.04004,5908.0,1.21,5.513335445864859,0.9584272621930892,0.0011774955875831225,0.0335938070520704
K2-269 b,1.57,3.09,1429.0,0.0531,6209.0,1.45,4.402181016953257,0.8738269723047345,0.001274244407655176,0.033368684911419005
Kepler-729 b,3.58,12.5,1273.0,0.0432,5633.0,0.91,1.5019978381479206,0.5017537949856252,0.0021919632368102835,0.03316362272940841
Kepler-101 c,1.25,3.78,1413.0,0.0684,5667.0,1.56,10.670140432315787,0.7873777910147483,0.0013439640265787958,0.03253010031418438
Kepler-1859 b,1.58313575,3.13,1455.0,0.0394,5887.0,1.235,4.349088483643586,0.8694067892614509,0.0011698314332667808,0.03189136858734026
HATS-59 b,12.621334,256.17098,1128.0,0.06112,5670.0,1.036,0.702461497468935,0.2612997321059999,0.003823435935114551,0.031607954466714314
Kepler-1250 b,1.92,4.35,1431.0,0.0393,5717.0,0.98,3.388394322269942,0.7760246441680264,0.0012658327871214574,0.03134194375277561
TOI-2969 b,12.32987877,368.68095212,1186.0,0.0261,4738.0,0.7,1.0843828871229788,0.3212430011762834,0.003040160903539429,0.03125108658449827
TOI-1839 b,2.21895097,5.56,1405.35,,5315.91,0.848099,2.8056923474792304,0.7074598173040381,0.0013788834376855324,0.03123306941222029
Kepler-669 b,4.83,20.8,1243.0,0.0529,6038.0,1.2,1.0177247054283096,0.39519705419447515,0.002448418566153646,0.031106394917749334
HD 33283 b,12.5,104.56607,1034.4,0.1508,5935.0,1.97,0.2951678971839584,0.17082268442913198,0.005652992471037266,0.031075059918852257
GJ 832 b,13.8,314.65012293,57.84,3.7,3472.0,0.441557,0.660083719107374,0.24774207366123463,0.003882244606366189,0.031012825237977
HIP 35965 b,12.6,2589.98368864,48.85,15.898,4836.0,0.697551,7.138283104875132,0.5379169370185466,0.0017798077869080307,0.03094169926192364
Kepler-586 b,2.79,8.2,1365.0,0.0331,5575.0,0.92,2.0816591369085082,0.6043679594147041,0.0015817862698520868,0.03091894144599233
Kepler-491 b,8.92,59.0,1111.0,0.05191,5582.0,1.03,0.45831684858721905,0.23253146842294725,0.0040966294267074715,0.0308641419154485
TOI-6019 b,12.3,149.0,1095.0,0.1212,5561.0,2.02,0.4414477509944423,0.20995885920291618,0.004375011051648349,0.030307958185998574
WASP-37 b,13.002,572.07,1232.5,0.0446,5800.0,1.003,1.434917931699246,0.3579241448610913,0.0025464295503859185,0.030189876105590315
Kepler-497 b,6.04,30.4,1210.0,0.0457,5834.0,1.11,0.760625957450402,0.3274549956330516,0.0027724749881447718,0.030130728254320224
TOI-5108 b,6.6,32.0,1180.0,0.073,5808.0,1.29,0.6136582061484369,0.2892694505428221,0.0031117734759730092,0.0300023499681015
HATS-43 b,13.22662,82.95363,1003.0,0.04944,5099.0,0.812,0.19765014638471168,0.13702849678960985,0.006486696897768929,0.02981379420723068
Kepler-1825 b,1.42200732,2.61,1520.0,0.0187,5123.0,0.847,5.004300561993389,0.922254529487329,0.0009499806261094981,0.029599390793641232
HAT-P-21 b,12.44199,1547.8321,1367.0,0.05037,5588.0,1.21,4.4306013935731965,0.5463541427005554,0.0015709336419352377,0.029296520325441177
HAT-P-52 b,11.309881,259.98494,1218.0,0.03694,5131.0,0.893,0.9907919283335316,0.3155265520956816,0.002689491990406629,0.02913084507222466
Kepler-1446 b,0.82,0.477,1539.0,0.01405,4865.0,0.75,4.76963555793408,0.9327015527156585,0.0008951841306281265,0.02889532191555011
Kepler-720 b,8.41,53.4,1162.0,0.0539,5618.0,0.92,0.4949503596222609,0.24516557741563644,0.003338856993876592,0.028610711330059425
Kepler-880 c,2.87,8.6,1407.0,0.1216,6900.0,2.599,2.005677652394183,0.5921254412833894,0.0013712621672449807,0.02849489806781472
TOI-4427 b,13.09208946,87.72064033,1040.0,0.05389,5347.0,0.89,0.21551786444727755,0.14367104738831193,0.005517931119400655,0.028156117334264194
HD 29985 b,12.8,1739.47487151,46.73,13.39,4678.0,0.574666,4.572951810793231,0.547349639177402,0.0014448429537445187,0.02812177571562781
XO-5 b,12.78,378.2,1230.0,0.0515,5430.0,1.13,0.9989352475825837,0.3066784228743387,0.002570442961432901,0.02807666991472968
Kepler-524 c,0.96,0.84,1574.0,0.03046,6014.0,1.1,5.234485021989428,0.9804200593819286,0.0008036910020124982,0.02807053223431674
WASP-140 b,14.23540549,775.5052,1270.0,0.0323,5300.0,0.87,1.4821206616213392,0.3542322827555958,0.002216133173976296,0.028018313887670458
Kepler-750 c,1.62,3.26,1537.0,0.05009,6160.0,1.23,4.22747386064503,0.8585453757193239,0.0009007733170442101,0.02780925683867987
KELT-24 b,12.71098411,1458.83238813,1391.0,0.0665,6426.0,1.338,3.9163026254220887,0.5232342815324259,0.0014473152105178976,0.027518810554351434
Kepler-198 d,1.53,2.96,1562.0,0.02342,5636.0,0.93,4.556441440802113,0.8867095838458818,0.0008337600622495632,0.027190127580146193
Kepler-290 d,0.86,0.566,1589.0,0.0154,5142.0,0.755,4.906021554771007,0.9471858954033079,0.000767884086332768,0.026969037355438808
Kepler-1443 b,0.97,0.871,1602.0,0.03783,6289.0,1.27,5.261521225357933,0.9832818183896687,0.0007383650980864555,0.026944776419223004
XO-1 b,12.77826,263.7989,1210.0,0.0488,5750.0,0.88,0.6970536301417795,0.2594943291423857,0.0027724749881447718,0.026822407369821808
Qatar-5 b,12.408363,1373.0256,1415.0,0.04127,5747.0,1.076,3.962265190600173,0.5284933046630769,0.0013350074018561536,0.026562049498422124
TOI-4377 b,15.10970598,304.1617855,1162.08,0.0579,4974.0,3.52,0.4861216720354326,0.20848389329345826,0.0033378053432374295,0.02637951199347416
Kepler-775 b,1.19,1.81,1612.0,0.01834,5468.0,0.84,5.921695410846253,0.9555313366338432,0.0007165661497901142,0.026166799783227494
HATS-12 b,7.76,759.6137,1446.0,0.0441,6357.0,1.17,8.96222823447966,0.5673624522016174,0.001204790439779149,0.026144843818660744
Kepler-1399 b,1.25,2.1,1610.0,0.0276,5735.0,0.96,5.927855795730993,0.947925735412763,0.0007208645636383264,0.02614050633824565
Kepler-1408 b,0.89,0.64,1616.0,0.04218,6170.0,1.35,5.005164188350153,0.9575166812581561,0.0007080596537570843,0.026038028531328607
Kepler-272 b,1.43,78.0,1200.0,0.038,5297.0,0.929,147.06010265687397,0.23190321219447677,0.0028804880635240663,0.025845588300889556
Kepler-546 b,7.0,39.1,1258.0,0.0502,5967.0,1.15,0.6284793489178819,0.2883613924294057,0.002316009648107564,0.025842750763187636
AF Lep b,13.0,1147.36054927,1400.0,8.996,6140.0,1.25,2.8792424099113383,0.46959156984964534,0.001403940663862511,0.02567642304369808
Kepler-450 d,0.837,17.6,1199.0,0.0827,6197.21,1.64162,165.4796784534316,0.224609154823503,0.0028915599058876407,0.025484717510361986
